all_sig_categories	Freq
POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0016441	1
POTASSIUM CHANNEL REGULATOR ACTIVITY%GOMF%GO:0015459	1
POTASSIUM ION ANTIPORTER ACTIVITY%GOMF%GO:0022821	1
POTASSIUM ION IMPORT%GOBP%GO:0010107	1
PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME DATABASE ID RELEASE 63%389957	1
PRERIBOSOME%GOCC%GO:0030684	1
PRESYNAPTIC ACTIVE ZONE MEMBRANE%GOCC%GO:0048787	1
PRESYNAPTIC DEPOLARIZATION AND CALCIUM CHANNEL OPENING%REACTOME DATABASE ID RELEASE 63%112308	1
PRESYNAPTIC NICOTINIC ACETYLCHOLINE RECEPTORS%REACTOME%R-HSA-622323.1	1
PRIMARY AMINE OXIDASE ACTIVITY%GOMF%GO:0008131	1
PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME DATABASE ID RELEASE 63%5693607	1
PROSTATE GLANDULAR ACINUS DEVELOPMENT%GOBP%GO:0060525	1
PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0043161	1
PROTEASOME ACCESSORY COMPLEX%GOCC%GO:0022624	1
PROTEASOME CORE COMPLEX%GOCC%GO:0005839	1
PROTEASOME REGULATORY PARTICLE%GOCC%GO:0005838	1
PROTEIN-LYSINE N-METHYLTRANSFERASE ACTIVITY%GOMF%GO:0016279	1
PROTEIN ACETYLTRANSFERASE COMPLEX%GOCC%GO:0031248	1
PROTEIN BINDING INVOLVED IN PROTEIN FOLDING%GOMF%GO:0044183	1
PROTEIN COMPLEX DISASSEMBLY%GOBP%GO:0043241	1
PROTEIN HOMOTRIMERIZATION%GOBP%GO:0070207	1
PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006606	1
PROTEIN IMPORT INTO NUCLEUS, TRANSLOCATION%GOBP%GO:0000060	1
PROTEIN KINASE A BINDING%GOMF%GO:0051018	1
PROTEIN KINASE A SIGNALING%GOBP%GO:0010737	1
PROTEIN KINASE C-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007205	1
PROTEIN KINASE C BINDING%GOMF%GO:0005080	1
PROTEIN LIPIDATION%GOBP%GO:0006497	1
PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:0034394	1
PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION%GOBP%GO:0070198	1
PROTEIN LOCALIZATION TO CYTOSKELETON%GOBP%GO:0044380	1
PROTEIN LOCALIZATION TO MICROTUBULE CYTOSKELETON%GOBP%GO:0072698	1
PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:0070585	1
PROTEIN METHYLTRANSFERASE ACTIVITY%GOMF%GO:0008276	1
PROTEIN MODIFICATION BY SMALL PROTEIN REMOVAL%GOBP%GO:0070646	1
PROTEIN MYRISTOYLATION%GOBP%GO:0018377	1
PROTEIN SERINE/THREONINE KINASE ACTIVATOR ACTIVITY%GOMF%GO:0043539	1
PROTEIN TYROSINE KINASE ACTIVATOR ACTIVITY%GOMF%GO:0030296	1
PROTEIN TYROSINE/SERINE/THREONINE PHOSPHATASE ACTIVITY%GOMF%GO:0008138	1
PROTEIN UBIQUITINATION%REACTOME DATABASE ID RELEASE 63%8852135	1
PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0030166	1
PROTEOGLYCAN SYNDECAN-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PROTEOGLYCAN SYNDECAN-MEDIATED SIGNALING EVENTS	1
PROTON-TRANSPORTING TWO-SECTOR ATPASE COMPLEX%GOCC%GO:0016469	1
PROTON TRANSPORT%GOBP%GO:0015992	1
PROTOPORPHYRINOGEN IX METABOLIC PROCESS%GOBP%GO:0046501	1
PTK6 REGULATES RHO GTPASES, RAS GTPASE AND MAP KINASES%REACTOME%R-HSA-8849471.2	1
PULMONARY VALVE DEVELOPMENT%GOBP%GO:0003177	1
PULMONARY VALVE MORPHOGENESIS%GOBP%GO:0003184	1
PURINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0072522	1
PURINE NTP-DEPENDENT HELICASE ACTIVITY%GOMF%GO:0070035	1
PURINE NUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009135	1
PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006164	1
PURINE RIBONUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009179	1
PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009152	1
PURINERGIC RECEPTOR ACTIVITY%GOMF%GO:0035586	1
PYRIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072524	1
PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006220	1
R-SMAD BINDING%GOMF%GO:0070412	1
RAB GEFS EXCHANGE GTP FOR GDP ON RABS%REACTOME DATABASE ID RELEASE 63%8876198	1
RAB GERANYLGERANYLATION%REACTOME%R-HSA-8873719.2	1
RAB GTPASE BINDING%GOMF%GO:0017137	1
RAC PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0016601	1
RADIAL GLIA GUIDED MIGRATION OF PURKINJE CELL%GOBP%GO:0021942	1
RAS GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOMF%GO:0005088	1
RECEPTOR INHIBITOR ACTIVITY%GOMF%GO:0030547	1
RECEPTOR SIGNALING COMPLEX SCAFFOLD ACTIVITY%GOMF%GO:0030159	1
RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME%R-HSA-5693565.2	1
RECYCLING OF BILE ACIDS AND SALTS%REACTOME%R-HSA-159418.2	1
REDUCTION OF CYTOSOLIC CA++ LEVELS%REACTOME DATABASE ID RELEASE 63%418359	1
REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030834	1
REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032925	1
REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902930	1
REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000381	1
REGULATION OF APOPTOTIC CELL CLEARANCE%GOBP%GO:2000425	1
REGULATION OF APOPTOTIC PROCESS INVOLVED IN DEVELOPMENT%GOBP%GO:1904748	1
REGULATION OF APOPTOTIC PROCESS INVOLVED IN MORPHOGENESIS%GOBP%GO:1902337	1
REGULATION OF APPETITE%GOBP%GO:0032098	1
REGULATION OF ATP BIOSYNTHETIC PROCESS%GOBP%GO:2001169	1
REGULATION OF AUTOPHAGOSOME ASSEMBLY%GOBP%GO:2000785	1
REGULATION OF AUTOPHAGOSOME MATURATION%GOBP%GO:1901096	1
REGULATION OF BEHAVIORAL FEAR RESPONSE%GOBP%GO:2000822	1
REGULATION OF BONE DEVELOPMENT%GOBP%GO:1903010	1
REGULATION OF BRANCHING INVOLVED IN PROSTATE GLAND MORPHOGENESIS%GOBP%GO:0060687	1
REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090189	1
REGULATION OF CALCINEURIN-MEDIATED SIGNALING%GOBP%GO:0106056	1
REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE%GOBP%GO:0070884	1
REGULATION OF CALCIUM ION IMPORT%GOBP%GO:0090279	1
REGULATION OF CARDIAC CONDUCTION%GOBP%GO:1903779	1
REGULATION OF CARDIAC MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010665	1
REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086004	1
REGULATION OF CARDIAC MUSCLE CELL DIFFERENTIATION%GOBP%GO:2000725	1
REGULATION OF CARDIAC MUSCLE CONTRACTION BY REGULATION OF THE RELEASE OF SEQUESTERED CALCIUM ION%GOBP%GO:0010881	1
REGULATION OF CARDIOBLAST DIFFERENTIATION%GOBP%GO:0051890	1
REGULATION OF CARDIOBLAST PROLIFERATION%GOBP%GO:0003264	1
REGULATION OF CATENIN IMPORT INTO NUCLEUS%GOBP%GO:0035412	1
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001185	1
REGULATION OF CELL CYCLE CHECKPOINT%GOBP%GO:1901976	1
REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000136	1
REGULATION OF CELLULAR RESPIRATION%GOBP%GO:0043457	1
REGULATION OF CELLULAR RESPONSE TO INSULIN STIMULUS%GOBP%GO:1900076	1
REGULATION OF CGMP BIOSYNTHETIC PROCESS%GOBP%GO:0030826	1
REGULATION OF CGMP METABOLIC PROCESS%GOBP%GO:0030823	1
REGULATION OF CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0045540	1
REGULATION OF CHOLESTEROL STORAGE%GOBP%GO:0010885	1
REGULATION OF CHROMATIN SILENCING%GOBP%GO:0031935	1
REGULATION OF CHRONIC INFLAMMATORY RESPONSE%GOBP%GO:0002676	1
REGULATION OF CLATHRIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:2000369	1
REGULATION OF COLLAGEN BIOSYNTHETIC PROCESS%GOBP%GO:0032965	1
REGULATION OF COMMISSURAL AXON PATHFINDING BY SLIT AND ROBO%REACTOME DATABASE ID RELEASE 63%428542	1
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001267	1
REGULATION OF CYTOKINE SECRETION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002739	1
REGULATION OF CYTOPLASMIC TRANSPORT%GOBP%GO:1903649	1
REGULATION OF DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:1900424	1
REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903859	1
REGULATION OF DENDRITIC CELL CHEMOTAXIS%GOBP%GO:2000508	1
REGULATION OF DENDRITIC CELL CYTOKINE PRODUCTION%GOBP%GO:0002730	1
REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0043516	1
REGULATION OF DNA RECOMBINATION%GOBP%GO:0000018	1
REGULATION OF DNA REPAIR%GOBP%GO:0006282	1
REGULATION OF DNA REPLICATION%GOBP%GO:0006275	1
REGULATION OF DOPAMINE SECRETION%GOBP%GO:0014059	1
REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001032	1
REGULATION OF DOUBLE-STRAND BREAK REPAIR%GOBP%GO:2000779	1
REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000641	1
REGULATION OF ENDOCRINE PROCESS%GOBP%GO:0044060	1
REGULATION OF ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:1903224	1
REGULATION OF ENDODERMAL CELL FATE SPECIFICATION%GOBP%GO:0042663	1
REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0042058	1
REGULATION OF EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:2000696	1
REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION INVOLVED IN ENDOCARDIAL CUSHION FORMATION%GOBP%GO:1905005	1
REGULATION OF ER TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0060628	1
REGULATION OF ESTABLISHMENT OF PLANAR POLARITY%GOBP%GO:0090175	1
REGULATION OF EXECUTION PHASE OF APOPTOSIS%GOBP%GO:1900117	1
REGULATION OF EXIT FROM MITOSIS%GOBP%GO:0007096	1
REGULATION OF EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0010715	1
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY IN ABSENCE OF LIGAND%GOBP%GO:2001239	1
REGULATION OF FAT CELL PROLIFERATION%GOBP%GO:0070344	1
REGULATION OF FEAR RESPONSE%GOBP%GO:1903365	1
REGULATION OF FEEDING BEHAVIOR%GOBP%GO:0060259	1
REGULATION OF FIBRINOLYSIS%GOBP%GO:0051917	1
REGULATION OF FIBROBLAST GROWTH FACTOR PRODUCTION%GOBP%GO:0090270	1
REGULATION OF GERMINAL CENTER FORMATION%GOBP%GO:0002634	1
REGULATION OF GLIAL CELL MIGRATION%GOBP%GO:1903975	1
REGULATION OF GLIAL CELL PROLIFERATION%GOBP%GO:0060251	1
REGULATION OF GLUCAGON SECRETION%GOBP%GO:0070092	1
REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111	1
REGULATION OF GLUCOSE IMPORT IN RESPONSE TO INSULIN STIMULUS%GOBP%GO:2001273	1
REGULATION OF HAIR CYCLE%GOBP%GO:0042634	1
REGULATION OF HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0051797	1
REGULATION OF HEMATOPOIETIC STEM CELL DIFFERENTIATION%GOBP%GO:1902036	1
REGULATION OF HEPATIC STELLATE CELL ACTIVATION%GOBP%GO:2000489	1
REGULATION OF HEPATOCYTE DIFFERENTIATION%GOBP%GO:0070366	1
REGULATION OF HISTONE H3-K4 METHYLATION%GOBP%GO:0051569	1
REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN%GOBP%GO:0002923	1
REGULATION OF HYDROGEN PEROXIDE-INDUCED CELL DEATH%GOBP%GO:1903205	1
REGULATION OF HYDROGEN PEROXIDE-MEDIATED PROGRAMMED CELL DEATH%GOBP%GO:1901298	1
REGULATION OF ICOSANOID SECRETION%GOBP%GO:0032303	1
REGULATION OF IFNG SIGNALING%REACTOME DATABASE ID RELEASE 63%877312	1
REGULATION OF INTERFERON-GAMMA SECRETION%GOBP%GO:1902713	1
REGULATION OF INTERLEUKIN-18 PRODUCTION%GOBP%GO:0032661	1
REGULATION OF INTERLEUKIN-8 SECRETION%GOBP%GO:2000482	1
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:1902229	1
REGULATION OF KERATINOCYTE DIFFERENTIATION%GOBP%GO:0045616	1
REGULATION OF KETONE BIOSYNTHETIC PROCESS%GOBP%GO:0010566	1
REGULATION OF KIT SIGNALING%REACTOME DATABASE ID RELEASE 63%1433559	1
REGULATION OF LAMELLIPODIUM ASSEMBLY%GOBP%GO:0010591	1
REGULATION OF LAMELLIPODIUM ORGANIZATION%GOBP%GO:1902743	1
REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:1904994	1
REGULATION OF LIPOPROTEIN METABOLIC PROCESS%GOBP%GO:0050746	1
REGULATION OF LYMPHANGIOGENESIS%GOBP%GO:1901490	1
REGULATION OF MAMMARY GLAND EPITHELIAL CELL PROLIFERATION%GOBP%GO:0033599	1
REGULATION OF MEIOTIC NUCLEAR DIVISION%GOBP%GO:0040020	1
REGULATION OF MEMBRANE LIPID DISTRIBUTION%GOBP%GO:0097035	1
REGULATION OF MEMBRANE REPOLARIZATION%GOBP%GO:0060306	1
REGULATION OF MESENCHYMAL CELL APOPTOTIC PROCESS%GOBP%GO:2001053	1
REGULATION OF MESODERM DEVELOPMENT%GOBP%GO:2000380	1
REGULATION OF MESONEPHROS DEVELOPMENT%GOBP%GO:0061217	1
REGULATION OF MHC CLASS II BIOSYNTHETIC PROCESS%GOBP%GO:0045346	1
REGULATION OF MITOCHONDRIAL FISSION%GOBP%GO:0090140	1
REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010821	1
REGULATION OF MITOTIC CENTROSOME SEPARATION%GOBP%GO:0046602	1
REGULATION OF MONOCYTE CHEMOTACTIC PROTEIN-1 PRODUCTION%GOBP%GO:0071637	1
REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048024	1
REGULATION OF MRNA STABILITY%GOBP%GO:0043488	1
REGULATION OF MYOBLAST FUSION%GOBP%GO:1901739	1
REGULATION OF NATURAL KILLER CELL CHEMOTAXIS%GOBP%GO:2000501	1
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY DIRECTED AGAINST TUMOR CELL TARGET%GOBP%GO:0002858	1
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002855	1
REGULATION OF NEGATIVE CHEMOTAXIS%GOBP%GO:0050923	1
REGULATION OF NEPHRON TUBULE EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0072182	1
REGULATION OF NEUROBLAST PROLIFERATION%GOBP%GO:1902692	1
REGULATION OF NEUROTRANSMITTER UPTAKE%GOBP%GO:0051580	1
REGULATION OF NEUTROPHIL DEGRANULATION%GOBP%GO:0043313	1
REGULATION OF NK T CELL DIFFERENTIATION%GOBP%GO:0051136	1
REGULATION OF NLRP3 INFLAMMASOME COMPLEX ASSEMBLY%GOBP%GO:1900225	1
REGULATION OF ODONTOGENESIS OF DENTIN-CONTAINING TOOTH%GOBP%GO:0042487	1
REGULATION OF OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048713	1
REGULATION OF PH%GOBP%GO:0006885	1
REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903725	1
REGULATION OF PLATELET AGGREGATION%GOBP%GO:0090330	1
REGULATION OF POSTSYNAPTIC MEMBRANE NEUROTRANSMITTER RECEPTOR LEVELS%GOBP%GO:0099072	1
REGULATION OF PROSTAGLANDIN SECRETION%GOBP%GO:0032306	1
REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0061136	1
REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901983	1
REGULATION OF PROTEIN DEPHOSPHORYLATION%GOBP%GO:0035304	1
REGULATION OF PROTEIN FOLDING%GOBP%GO:1903332	1
REGULATION OF PROTEIN IMPORT INTO NUCLEUS, TRANSLOCATION%GOBP%GO:0033158	1
REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904375	1
REGULATION OF PROTEIN SUMOYLATION%GOBP%GO:0033233	1
REGULATION OF PROTON TRANSPORT%GOBP%GO:0010155	1
REGULATION OF RAS FAMILY ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAS FAMILY ACTIVATION	1
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259	1
REGULATION OF RECEPTOR BIOSYNTHETIC PROCESS%GOBP%GO:0010869	1
REGULATION OF RECEPTOR INTERNALIZATION%GOBP%GO:0002090	1
REGULATION OF RECEPTOR RECYCLING%GOBP%GO:0001919	1
REGULATION OF RELAXATION OF MUSCLE%GOBP%GO:1901077	1
REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0090199	1
REGULATION OF RESPIRATORY BURST%GOBP%GO:0060263	1
REGULATION OF RHOA ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RHOA ACTIVITY	1
REGULATION OF RNA STABILITY%GOBP%GO:0043487	1
REGULATION OF RUFFLE ASSEMBLY%GOBP%GO:1900027	1
REGULATION OF SALIVA SECRETION%GOBP%GO:0046877	1
REGULATION OF SARCOMERE ORGANIZATION%GOBP%GO:0060297	1
REGULATION OF SECONDARY HEART FIELD CARDIOBLAST PROLIFERATION%GOBP%GO:0003266	1
REGULATION OF SIGNALING BY NODAL%REACTOME%R-HSA-1433617.1	1
REGULATION OF SKELETAL MUSCLE FIBER DEVELOPMENT%GOBP%GO:0048742	1
REGULATION OF SODIUM ION EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903276	1
REGULATION OF SODIUM ION EXPORT%GOBP%GO:1903273	1
REGULATION OF SOMATOSTATIN SECRETION%GOBP%GO:0090273	1
REGULATION OF SPINDLE ORGANIZATION%GOBP%GO:0090224	1
REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:2000036	1
REGULATION OF STEROID HORMONE BIOSYNTHETIC PROCESS%GOBP%GO:0090030	1
REGULATION OF STRIATED MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010662	1
REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000300	1
REGULATION OF SYNAPTIC VESICLE TRANSPORT%GOBP%GO:1902803	1
REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION%GOBP%GO:0060142	1
REGULATION OF T-HELPER 17 CELL DIFFERENTIATION%GOBP%GO:2000319	1
REGULATION OF T-HELPER 17 TYPE IMMUNE RESPONSE%GOBP%GO:2000316	1
REGULATION OF T CELL HOMEOSTATIC PROLIFERATION%GOBP%GO:0046013	1
REGULATION OF T CELL MIGRATION%GOBP%GO:2000404	1
REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204	1
REGULATION OF TP53 DEGRADATION%REACTOME DATABASE ID RELEASE 63%6804757	1
REGULATION OF TP53 EXPRESSION AND DEGRADATION%REACTOME%R-HSA-6806003.1	1
REGULATION OF TRIGLYCERIDE BIOSYNTHETIC PROCESS%GOBP%GO:0010866	1
REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY%GOBP%GO:1904666	1
REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044088	1
REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:1904752	1
REGULATION OF VASCULAR SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:1905063	1
REGULATION OF VASCULOGENESIS%GOBP%GO:2001212	1
REGULATION OF VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0098911	1
REGULATION OF VERY-LOW-DENSITY LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0010901	1
REGULATION OF WNT SIGNALING PATHWAY, PLANAR CELL POLARITY PATHWAY%GOBP%GO:2000095	1
REGULATION OF XENOPHAGY%GOBP%GO:1904415	1
RELAXATION OF MUSCLE%GOBP%GO:0090075	1
RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051209	1
RENAL ABSORPTION%GOBP%GO:0070293	1
RENAL FILTRATION%GOBP%GO:0097205	1
RENAL SYSTEM PROCESS INVOLVED IN REGULATION OF BLOOD VOLUME%GOBP%GO:0001977	1
RENAL SYSTEM PROCESS INVOLVED IN REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003071	1
RENAL SYSTEM VASCULATURE MORPHOGENESIS%GOBP%GO:0061438	1
RENAL VESICLE MORPHOGENESIS%GOBP%GO:0072077	1
RESPIRATORY CHAIN COMPLEX I%GOCC%GO:0045271	1
RESPIRATORY CHAIN COMPLEX III%GOCC%GO:0045275	1
RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	1
RESPONSE TO ACIDIC PH%GOBP%GO:0010447	1
RESPONSE TO ANTIBIOTIC%GOBP%GO:0046677	1
RESPONSE TO AXON INJURY%GOBP%GO:0048678	1
RESPONSE TO CAFFEINE%GOBP%GO:0031000	1
RESPONSE TO CATECHOLAMINE%GOBP%GO:0071869	1
RESPONSE TO CHOLESTEROL%GOBP%GO:0070723	1
RESPONSE TO COLD%GOBP%GO:0009409	1
RESPONSE TO DIURETIC%GOBP%GO:0036270	1
RESPONSE TO ELECTRICAL STIMULUS%GOBP%GO:0051602	1
RESPONSE TO ESTRADIOL%GOBP%GO:0032355	1
RESPONSE TO ESTROGEN%GOBP%GO:0043627	1
RESPONSE TO FORSKOLIN%GOBP%GO:1904321	1
RESPONSE TO GONADOTROPIN%GOBP%GO:0034698	1
RESPONSE TO GROWTH HORMONE%GOBP%GO:0060416	1
RESPONSE TO HEPATOCYTE GROWTH FACTOR%GOBP%GO:0035728	1
RESPONSE TO INTERLEUKIN-4%GOBP%GO:0070670	1
RESPONSE TO ISOQUINOLINE ALKALOID%GOBP%GO:0014072	1
RESPONSE TO MERCURY ION%GOBP%GO:0046689	1
RESPONSE TO MONOAMINE%GOBP%GO:0071867	1
RESPONSE TO MORPHINE%GOBP%GO:0043278	1
RESPONSE TO MUSCLE ACTIVITY%GOBP%GO:0014850	1
RESPONSE TO PEPTIDOGLYCAN%GOBP%GO:0032494	1
RESPONSE TO PH%GOBP%GO:0009268	1
RESPONSE TO PHENYLALANINE%GOBP%GO:0080053	1
RESPONSE TO PLATELET AGGREGATION INHIBITOR%GOBP%GO:0061478	1
RESPONSE TO STEROL%GOBP%GO:0036314	1
RESPONSE TO TESTOSTERONE%GOBP%GO:0033574	1
RESPONSE TO ZINC ION%GOBP%GO:0010043	1
RETINA MORPHOGENESIS IN CAMERA-TYPE EYE%GOBP%GO:0060042	1
RETINOIC ACID RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048384	1
RETINOIC ACID RECEPTORS-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RETINOIC ACID RECEPTORS-MEDIATED SIGNALING	1
RETINOL DEHYDROGENASE ACTIVITY%GOMF%GO:0004745	1
RETROGRADE TRANSPORT, ENDOSOME TO GOLGI%GOBP%GO:0042147	1
REVERSIBLE HYDRATION OF CARBON DIOXIDE%REACTOME DATABASE ID RELEASE 63%1475029	1
RHO GTPASES ACTIVATE WASPS AND WAVES%REACTOME%R-HSA-5663213.1	1
RHOMBOMERE DEVELOPMENT%GOBP%GO:0021546	1
RHYTHMIC BEHAVIOR%GOBP%GO:0007622	1
RIBONUCLEASE ACTIVITY%GOMF%GO:0004540	1
RIBONUCLEOPROTEIN COMPLEX DISASSEMBLY%GOBP%GO:0032988	1
RIBONUCLEOPROTEIN COMPLEX EXPORT FROM NUCLEUS%GOBP%GO:0071426	1
RIBONUCLEOPROTEIN COMPLEX LOCALIZATION%GOBP%GO:0071166	1
RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE ACTIVITY%GOMF%GO:0061731	1
RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE ACTIVITY, THIOREDOXIN DISULFIDE AS ACCEPTOR%GOMF%GO:0004748	1
RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE COMPLEX%GOCC%GO:0005971	1
RIBONUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009185	1
RIBOSOMAL LARGE SUBUNIT BINDING%GOMF%GO:0043023	1
RIBOSOME BINDING%GOMF%GO:0043022	1
RIGHTING REFLEX%GOBP%GO:0060013	1
RIP-MEDIATED NFKB ACTIVATION VIA ZBP1%REACTOME%R-HSA-1810476.1	1
RNA EXPORT FROM NUCLEUS%GOBP%GO:0006405	1
RNA PHOSPHODIESTER BOND HYDROLYSIS%GOBP%GO:0090501	1
RNA POLYMERASE II TRANSCRIBES SNRNA GENES%REACTOME DATABASE ID RELEASE 63%6807505	1
RNA POLYMERASE II TRANSCRIPTION COACTIVATOR ACTIVITY%GOMF%GO:0001105	1
RNA POLYMERASE II TRANSCRIPTION COREPRESSOR ACTIVITY%GOMF%GO:0001106	1
RNA TRANSPORT%GOBP%GO:0050658	1
RRNA-CONTAINING RIBONUCLEOPROTEIN COMPLEX EXPORT FROM NUCLEUS%GOBP%GO:0071428	1
RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 63%6790901	1
RUFFLE ORGANIZATION%GOBP%GO:0031529	1
